,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-3399.4633441168826,32.25307678783853,-31.493333333333332,-15673.056801705956
1,2,-1416.5179180810064,16.71290873133178,-48.74,-15673.056801705956
2,3,-4611.943566078882,45.159583558027194,-72.47333333333333,-15673.056801705956
3,4,-3648.301436628293,44.56938134201015,-112.04666666666667,-20278.023453400194
4,5,-3464.590557105848,42.400751284426825,-136.37333333333333,-34140.07733700865
5,6,-3656.3652323726487,42.175697327655975,-158.68,-34140.07733700865
6,7,-3896.897513477255,41.07043497662453,-167.00666666666666,-34140.07733700865
7,8,-3942.0322406198993,41.25785407565457,-181.95333333333335,-34140.07733700865
8,9,-4304.965088617042,41.71049413501268,-195.05333333333334,-34140.07733700865
9,10,-4355.432854101816,42.73864768296128,-211.84,-34140.07733700865
10,11,-4551.816720742413,41.03000780688141,-200.63333333333333,-34140.07733700865
11,12,-4802.431239934002,40.49387787645114,-196.90666666666667,-36118.00894847393
12,13,-4918.311038468075,40.03373663280768,-194.41333333333333,-36118.00894847393
13,14,-4930.066987799556,39.70457320607668,-195.88666666666666,-36118.00894847393
14,15,-4263.446698278459,38.77355287057105,-217.34666666666666,-36118.00894847393
15,16,-4303.142396729516,38.71155814164755,-221.12666666666667,-36118.00894847393
16,17,-3853.5027105298623,37.31752319965687,-226.54,-36118.00894847393
17,18,-3940.9962795085103,37.499114402636614,-233.57333333333332,-36118.00894847393
18,19,-4261.770160797666,38.22387136994272,-240.59333333333333,-36118.00894847393
19,20,-4489.682848232502,38.208723625752185,-238.76,-36118.00894847393
20,21,-4897.758826037981,39.287828182103254,-244.73333333333332,-36118.00894847393
21,22,-5086.65853986532,39.13339379335814,-240.28666666666666,-36118.00894847393
22,23,-5300.737119853897,40.10045357751646,-245.43333333333334,-36118.00894847393
23,24,-5320.399151581765,39.50933303400771,-243.06666666666666,-36118.00894847393
24,25,-5410.087467473732,39.37042956542382,-241.08,-36118.00894847393
25,26,-5451.12914931695,39.1758671898998,-241.52,-36118.00894847393
26,27,-5494.122909341418,38.87179451331168,-243.03333333333333,-36118.00894847393
27,28,-5776.0486359025645,39.587024177349726,-250.56,-36118.00894847393
28,29,-6035.870324674963,39.242620194649724,-247.11333333333334,-36118.00894847393
29,30,-5996.255902564831,38.90180493490558,-252.12666666666667,-36118.00894847393
30,31,-6031.404894033764,39.22508789012355,-260.29333333333335,-36118.00894847393
31,32,-6027.951243195705,38.510448164232145,-258.08666666666664,-36118.00894847393
32,33,-5980.582500630327,38.11369861041671,-257.98,-36118.00894847393
33,34,-5939.403757203576,38.31532632339958,-263.48,-36118.00894847393
34,35,-6143.480297731232,39.33246694963972,-268.9533333333333,-36118.00894847393
35,36,-6203.078254892307,38.80125977627911,-271.02666666666664,-36118.00894847393
36,37,-6388.579068809229,38.688147421728075,-269.96,-36118.00894847393
37,38,-6455.337405685807,38.53960314036896,-266.1666666666667,-36118.00894847393
38,39,-6443.664489621558,38.37003627084377,-269.4066666666667,-36118.00894847393
39,40,-6502.315399249977,38.70566621676613,-277.4,-36118.00894847393
40,41,-6523.359228699756,37.08150373088928,-258.47333333333336,-36118.00894847393
41,42,-6729.947436413202,36.50336263494401,-248.0,-36118.00894847393
42,43,-6492.928709409624,35.73535178897474,-256.97333333333336,-50862.285225393054
43,44,-6336.761452459041,35.66467632049327,-266.38,-50862.285225393054
44,45,-6036.561142422047,35.06126132423109,-271.1933333333333,-50862.285225393054
45,46,-5953.271724258955,34.22932551287964,-268.0,-50862.285225393054
46,47,-6771.526240803976,34.663207979441644,-262.24,-50862.285225393054
47,48,-6713.496927430444,34.83026527406866,-265.6933333333333,-50862.285225393054
48,49,-6473.771351854752,34.67288555055121,-268.91333333333336,-50862.285225393054
49,50,-6499.64443438947,34.2095352384459,-266.8666666666667,-50862.285225393054
50,51,-6556.393943001691,34.47344468893369,-269.98,-50862.285225393054
51,52,-6556.269948447553,34.643782465078246,-271.9866666666667,-50862.285225393054
52,53,-6875.502487837049,34.589681266663995,-271.06,-50862.285225393054
53,54,-7330.241337177611,34.56351083119636,-263.38666666666666,-50862.285225393054
54,55,-7390.555028177402,34.54001317948185,-263.25333333333333,-50862.285225393054
55,56,-7586.704799169661,33.99754315629277,-261.6333333333333,-57438.35758968693
56,57,-7746.986798129523,33.85248628539094,-253.64666666666668,-57438.35758968693
57,58,-8398.345111344091,34.64043687230339,-257.76,-57438.35758968693
58,59,-8347.423136965472,33.97101710783044,-248.58666666666667,-57438.35758968693
59,60,-8621.357755962903,34.34199714386918,-248.28666666666666,-57438.35758968693
60,61,-8965.52491969814,34.07680216644028,-241.25333333333333,-57438.35758968693
61,62,-9679.947613036937,34.39132817441516,-240.34666666666666,-57438.35758968693
62,63,-8705.060955973844,33.78795655892148,-251.28,-57438.35758968693
63,64,-8745.21618491941,33.52090052089348,-252.48666666666668,-57438.35758968693
64,65,-9102.77772108683,33.75093087962933,-252.53333333333333,-57438.35758968693
65,66,-8296.908006399475,33.53103299237022,-258.7866666666667,-58413.127653091076
66,67,-8127.683345605404,32.527238862117,-257.20666666666665,-58413.127653091076
67,68,-8124.906488537031,32.53920677504171,-261.53333333333336,-58413.127653091076
68,69,-8143.795911009158,32.242975247632415,-263.52666666666664,-58413.127653091076
69,70,-8489.274843245983,32.75849523752837,-267.17333333333335,-58413.127653091076
70,71,-8808.355937437413,33.0809243930176,-273.37333333333333,-58413.127653091076
71,72,-7500.203470288139,31.725149106015227,-278.87333333333333,-58413.127653091076
72,73,-8623.676645849782,31.400583254246122,-269.3933333333333,-58413.127653091076
73,74,-8444.119816809978,30.38168307911187,-266.98,-58413.127653091076
74,75,-8081.64166270925,30.503792408864047,-274.43333333333334,-58413.127653091076
